,GSM160306,GSM160307,GSM160308,GSM160309,GSM160310,GSM160311
39677_at,16,37.8,7,15.8,25.1,47.4
39678_at,52.6,53.3,15.6,63.5,53.3,50.5
39679_at,-134.6,-139.3,-69.5,-122,-128.5,-118.4
39680_at,25.2,23.2,14.9,9,41,19.9
39681_at,660.7,377.7,101.2,487.3,454.3,763
39682_at,-48.4,-73.8,-30.1,-44.7,-58,-52.3
39683_at,45.9,67.3,16.2,40.2,76.1,65.8
39684_at,62.8,98.7,12.1,70.4,41.3,63.4
39685_at,874.7,1280.1,421.1,1158.9,1219.6,1454.8
39686_g_at,733.7,968,204.5,910.8,960.6,810.6
39687_at,190.4,263.2,90.5,252.1,238.7,276.9
39688_at,502.2,672,120.9,361.7,614.3,520
39689_at,1082.4,2362.2,1042,2489.4,1239.8,2068.2
39690_at,28.5,28.6,18.5,39.8,14.2,28.6
39691_at,145.1,190.5,53.4,163.1,138.1,161.9
39692_at,40.2,63.5,17.2,113.3,56.3,45.5
39693_at,-11.2,-8.2,-39.1,23.8,22.5,54.8
39694_at,309,338.3,251.3,290.8,295,339
39695_at,215.8,59.5,34.5,88.1,68.1,63.7
39696_at,299.6,515.8,163.7,482.2,299.6,394.6
39697_at,61.1,86.6,12.3,-24.7,78,76.8
39698_at,789.8,856.2,275.1,947.2,978.3,771.4
39699_at,102.3,54.2,29.5,94.5,71,90.1
396_f_at,609.1,823.1,328.4,449,760.5,648
39700_at,506.7,667.1,156.9,825,534.4,551
39701_at,1337.4,1553.7,649,1346.9,1708,1444.9
39702_at,85.9,66.2,37.9,141.2,64.1,97.9
39703_at,47.6,40.6,16.2,51.3,30.2,28.6
39704_s_at,458.2,449.5,172.2,211.4,463.3,430.8
39705_at,685.4,592.4,129.8,537.2,523.3,732.9
39706_at,92.5,71.8,19.1,55.3,25.3,54.2
39707_at,376.9,322.3,132.6,369.8,435.6,512.9
39708_at,695.9,404.8,140.3,340,394.5,444.6
39709_at,4418.9,4427.3,2032.1,4257.1,4640.1,3776
39710_at,2110.3,2027.5,752.9,1880,2298.7,1664.7
39711_at,602.9,474.7,143.6,297.5,554.1,523.8
39712_at,98.8,241.3,61.7,326,208.6,286.5
39713_at,11.2,35.5,5.7,24.1,3.4,42.2
39714_at,927.4,968.2,364.3,770.2,1126.1,983.1
39715_at,181.5,241.9,74.8,147,214.3,261.6
39716_at,-27.9,24.6,-17.4,-9.4,17.4,11.4
39717_g_at,1210.8,1275.6,409.4,1043.8,1263.4,1274.9
39718_r_at,15.4,5.1,5,9.7,10.8,5.2
39719_at,-59,-32.9,-40.1,7.8,-57.8,-24.8
39720_g_at,386.2,400.1,95,227.7,394,384.7
39721_at,198.1,224.1,47.7,104.7,239.3,163.8
39722_at,1206.5,1061.1,423.7,1047.9,1937.8,1672.6
39723_at,521.3,558.5,177.7,499.7,465,503.8
39724_s_at,200.2,220.9,55.1,245.4,141.6,233.7
39725_at,158.6,164.6,72.5,189.9,152,180.6
39726_at,-11.8,8.6,-2.3,-11,-0.9,-15.9
39727_at,265.8,248.1,108,329.3,176,190.1
39728_at,1489.6,-0.4,-33.2,50.8,44.9,-29
39729_at,956,1091.2,333.6,1528,1307.2,1184.8
39730_at,421.2,398.3,187,565.6,218.2,402.4
39731_at,196.8,192.5,58.1,258.1,162.9,263.9
39732_at,75.7,90.1,16.4,124,194.2,130
39733_at,292.2,224.6,201.3,524.9,261.1,284.5
39734_at,29.6,23.1,13.4,50.2,31,29.8
39735_at,100.2,160.3,22.2,133.9,182.2,110.3
39736_at,458.6,583.8,238.3,590.3,620.9,599.2
39737_at,1.8,3.5,7.3,-13.9,2.3,-2.1
39738_at,734.4,471.9,131.4,445.4,412.7,309.4
39739_at,2084,2178.3,842.4,2665,1880.2,1363.5
39740_g_at,1744,1859.9,711.4,2224.3,1689.4,1590.4
39741_at,568.5,854.9,212.9,693,586.2,915.4
39742_at,63.7,67.4,23.2,58.6,70.1,42.8
39743_at,68.7,67.7,17.2,90.3,83.1,98.5
39744_at,303.9,303.8,142.4,214.9,429.3,364.4
39745_at,210.5,227.9,88.8,181.2,272,227.8
39746_at,292.7,263.5,80.9,255,294.4,317
39747_at,262.6,288.9,59.8,268.9,238.9,224.8
39748_at,162.4,317,88,171.7,187.3,164.8
39749_at,285.5,316.7,68.9,411.4,385.3,374.7
39750_at,49.5,160.2,7,28.3,17.2,83
39751_at,265.1,270.3,67.8,234.2,397.2,337.8
39752_at,-28.5,-42.6,14.6,36.9,117.7,71.8
39753_at,105.7,51.2,25.1,24.7,61.6,48.1
39754_at,39.8,79.6,30.8,78.8,39.4,42.4
39755_at,915.2,637.8,307.4,769.5,690.9,913.4
39756_g_at,410.4,192.3,118,303.7,162.9,241.9
39757_at,-21.9,19.4,7.2,-1.4,35.8,52.5
39758_f_at,2075.8,1741.4,619,2025.8,2299.6,2039
39759_at,98.7,110.5,43.1,78.4,55.6,84
39760_at,560.3,1023,430.6,993.2,1022.2,1242.3
39761_at,-2.6,69,54.4,84.9,40.1,165.3
39762_at,259,335.7,131.3,279.2,321,292.2
39763_at,172.5,106,38.3,94.8,139.4,76.3
39764_at,62.6,95.5,20.1,88,88,56.6
39765_at,809.8,789.6,291.5,780.5,708.9,739.6
39766_r_at,188.7,263.6,90.9,181.8,213.2,194.9
39767_at,507,317.6,112.5,562,398.1,398.4
39768_at,16.8,24.2,17.7,205.2,66.9,14.9
39769_at,17.8,4.9,-9.7,8.3,-10.2,-0.8
39770_at,361.1,303.8,68.2,154.4,325.6,296.5
39771_at,59.9,113.9,34,100.8,86.6,58.5
39772_at,391.5,481.4,153.1,459.3,441.4,433
39773_at,-61.3,-15.4,6.4,-49.9,-0.7,-2.2
39774_at,165.7,190.8,51.9,184.5,184.1,166.6
39775_at,933.4,628.8,205.8,896.4,515.5,753.7
39776_at,219.7,353.7,88.1,296,262.5,236.5
39777_at,1445.2,1381.2,536.8,1821.8,1477.5,1428
39778_at,451,490.2,255.2,486.1,385.1,420.8
39779_at,162.8,248.2,67.3,198.8,221.9,124.3
39780_at,1478.1,1038.8,463.4,1445.6,1697.3,1747.1
39781_at,504.3,330.7,73.2,192.2,237.2,260.7
39782_at,888.9,943.1,319.9,914.5,982.1,779.8
39783_at,279.6,323.7,76.5,317.4,216.7,200.9
39784_at,122.6,161.3,43.7,130.2,176.4,162.2
39785_at,10,25.5,-0.8,15.1,-3.6,17.6
39786_at,12,6.9,6.9,16.5,14.4,28.3
39787_at,-3.6,65.1,-14.5,12.4,70.2,58.1
39788_at,172.6,344.8,157,398.8,331.7,273.9
39789_at,261.9,242.1,112.5,318.6,136.5,241.5
39790_at,2282.1,2435,1280.3,2523,3393.2,2475.9
39791_at,985.8,986.3,497.5,779.7,1447.4,1187.8
39792_at,522.6,528,130.6,419.7,457.1,439.7
39793_at,161.5,325.2,85.3,264,239.6,387.8
39794_at,87.5,110.8,31.5,63.8,105.6,76.8
39795_at,3473.9,3741.4,1533.5,3546.2,4413.1,3770.7
39796_at,110.4,127.8,44.1,97.6,175.8,176.8
39797_at,284.5,132.3,44,118,144.6,208.8
39798_at,2750.8,2408.3,635.6,2935.7,2514.8,1712.2
39799_at,635.8,362.8,112,312.4,200,306.5
39800_s_at,1341.3,1258.3,350.1,1170.8,1441.9,1392.4
39801_at,342,240.8,72,301.3,151.6,271.7
39802_at,108.9,172.6,56.7,93.5,74.9,96.5
39803_s_at,44.4,316.7,41.8,210.2,342.1,342.2
39804_at,28,5.9,-18.2,26.7,1.6,-134.3
39805_at,89.8,56.4,6.8,57.6,46.3,80.4
39806_at,29.8,64.7,14.3,56.3,65.1,104.1
39807_at,-2.9,-9.3,3.2,3.9,-15.8,-4.9
39808_at,13.1,27.6,8.6,21.5,-9.1,-32.3
39809_at,67,49.2,26.4,86.2,50.1,73
39810_at,-70.6,-69.4,-9.3,-15.7,-39.9,69.4
39811_at,545.6,513.6,154.9,445.8,506.3,529.8
39812_at,83.5,154.2,-22.5,117.9,147.8,146.7
39813_s_at,0.4,0.6,-5,-1.6,-23.2,-12
39814_s_at,626.7,575,163.9,513.6,746.8,566.9
39815_at,28.9,38.3,17.5,65,35.2,18.1
39816_g_at,109,115.7,35.1,84.2,142.1,80.4
39817_s_at,243.8,374.2,77.6,269.2,332.8,300.8
39818_at,-73.2,-62.7,-27.7,-39.9,-77.8,-116.3
39819_at,6,-16.9,8,26.8,0.4,4.7
39820_at,46.5,73.7,43.5,48.4,45.3,52.6
39821_s_at,328.2,166,112.9,235.5,139.5,196.3
39822_s_at,755.6,77.1,145,557.8,41.2,212.6
39823_at,223.2,417.4,113.9,373.4,510.2,466.2
39824_at,204,210.7,60.9,159.7,151.2,168.5
39825_at,99.9,116.3,44.5,109.3,63,95.8
39826_f_at,23.4,35,-0.1,55.1,-15.5,-31.6
39827_at,370.1,54.3,40.9,139,14.9,200.5
39828_at,19.4,16.6,5.7,-1.9,25,35
39829_at,426.1,430.3,99.3,414.3,417.8,416.8
39830_at,2654.2,3015.7,1151,2943,2569.3,2380.4
39831_at,18.1,22.2,15.4,23.8,145.5,15.9
39832_at,188,257.8,42.2,183.1,464.5,180.1
39833_at,522.1,203.6,236.5,417.2,502.7,562.4
39834_at,207.2,19.4,22.3,80.9,147.2,89.4
39835_at,321.5,464.4,134.9,374.4,320,376
39836_at,22.8,-5.3,-2.7,-6.2,-5.5,-20.5
39837_s_at,-30.4,-69.2,-42.3,34.4,-17,-43.9
39838_at,722,713.9,219.3,611.9,765.5,728.2
39839_at,505.4,60.7,41,127.5,40.4,83
39840_at,49.4,44.1,14.5,5.6,21.5,64.7
39841_at,73.4,63.8,22.5,51.9,78.9,47.4
39842_at,-88.9,-87.2,-57.9,-49.2,36.4,-11.2
39843_at,30.8,58.3,30.1,62.2,16.1,47.2
39844_at,241.3,211.6,69.3,205.6,208.9,206.8
39845_at,365.4,213.3,60.1,201,241.4,175.1
39846_at,316.2,261.7,107.2,391.5,407,325.6
39847_at,17.6,-0.4,6.5,16.9,21.3,15.2
39848_at,-36.4,-178.4,-13.1,-24.4,-71.7,-24.8
39849_at,-1.7,18.2,12.2,28.7,156.7,96.9
39850_at,266.9,326.5,137.9,249.2,357.3,452
39851_at,15.8,10.4,6.9,18.3,5.7,15.8
39852_at,203.3,99.4,47.7,137.6,185.2,235.5
39853_at,-52.4,-51.8,-3.1,-26.5,-52.9,-16.2
39854_r_at,187.4,271.2,39.9,134.4,521.9,45.5
39855_at,350.6,646.9,168.2,528.9,460.1,442.5
39856_at,971.5,841.6,388.4,981.4,719.3,714.3
39857_at,-16.8,-38.3,-99.7,-24,-36.9,-30.9
39858_s_at,8.1,-26.7,-7.5,-5.6,-15,-13.1
39859_r_at,-97.1,-153.1,-55.3,-191.6,-150.8,-115.2
39860_at,167.4,149.6,59.6,176.8,188.8,99
39861_at,679.2,801.4,243.5,803.9,846.5,698.3
39862_at,161.3,179.7,13.1,195.9,162.9,103.3
39863_at,17.9,-171.4,-69.5,-376.1,-140.6,-83.6
39864_at,751.9,1884.7,711.8,1761.6,1350.1,1611.3
39865_at,230.7,298.5,67.9,210,262.1,313.8
39866_at,1655.9,1927.2,1091.3,2237.3,1946.3,1872.4
39867_at,822.7,784.7,298.5,1013.9,849,867.3
39868_at,938.2,1068.3,375.3,771.9,980.8,921.4
39869_at,74.9,-26.2,22.4,13.3,-31.1,4
39870_at,84.1,51.6,51.7,74.6,-7.9,-48.4
39871_at,-20.8,-17.1,-9.9,-10.9,-13.1,-19.9
39872_at,191.7,248.5,91.2,147.1,150.7,183.4
39873_at,242.7,228.6,119.7,245,296.7,373
39874_at,12.4,25.4,-0.8,6.4,16.7,8.1
39875_at,-18.5,-50,-5.1,-8.4,-13.7,-1.4
39876_at,839.5,772.9,293,856.6,846.2,892.9
39877_at,9.4,-6.3,10.6,34.9,-7,-7.2
39878_at,2717,2532.1,744.8,3009.2,2661.2,2088.2
39879_s_at,137.7,171.3,71,151.4,104.2,203.4
39880_at,-66.9,-76.4,-0.7,-23.4,7.8,-14.1
39881_at,-54.2,-52.3,0.4,-16,-49.5,-64
39882_at,7.5,5.4,3,5.5,11.1,17.8
39883_at,54.2,50.1,26.4,67,75.2,62.8
39884_g_at,80.9,69.6,36.3,68.4,62.8,67.3
39885_at,130.3,150.7,48.6,131.3,135.3,166.4
39886_at,7.8,12.7,3.3,27.2,17.2,25.3
39887_at,-12.6,-31,-4.1,17.8,-51,-16
39888_at,-40.6,-78.3,-50.2,-72.2,-65,-34.3
39889_at,16.2,8.3,19.8,23.1,19.7,13.5
39890_at,8.7,-56.6,-14.7,42.2,-5.8,-13.9
39891_at,38.5,79.6,15.8,213.8,44.1,65
39892_at,21.1,4.6,7,-0.7,13.3,25.6
39893_at,120.9,253.1,42.4,255.4,140.3,163.3
39894_f_at,48.2,34.4,5.4,41.2,22,14.2
39895_r_at,6.3,21.5,-7,10.7,11.8,5.7
39896_at,41.8,59.1,5.8,111.3,62,70.1
39897_at,338.8,262.7,137.6,265.4,267,283.1
39898_at,3.4,0.9,4,7,2.7,0.7
39899_at,97.3,191.2,82,109.1,96.7,98.6
398_at,187.6,63.5,32.7,109,93.6,170.1
39900_at,-130.1,-183.6,-72.6,-119.6,-163.6,-138.7
39901_at,80.5,117.7,58.8,133.9,126.1,151.5
39902_at,7.6,8.5,-8.4,-21.1,8.3,-52.3
39903_at,-39.4,-12.6,-45.1,2.6,-44.3,-33.4
39904_at,-45.2,-16.3,25,2.7,-25.7,-8.7
39905_i_at,31.1,24.8,10.3,26.7,16,17.9
39906_r_at,18.3,13.8,2.9,12.9,4.7,7.5
39907_at,18.1,24.3,2.6,22.6,12.2,35.2
39908_at,392.3,575.5,166.1,613.6,384.1,377.6
39909_g_at,1.9,-64.8,1,7,-40.9,17.9
39910_at,45.2,49.8,18,37.6,66.4,36.2
39911_at,-287,-310.5,-118.4,-230.2,-289.1,-315.6
39912_at,0.5,3.3,-14.8,-8.1,11.1,28.9
39913_at,29.9,17.6,-2.6,29.8,36.4,53.3
39914_r_at,70.5,122.7,45.1,43.3,316.3,11.7
39915_at,-46.8,-67.4,-48.2,-55,-65.5,-103.9
39916_r_at,3317.9,3528.2,1231.2,3934.5,3364.7,2990
39917_at,418.1,619.8,203.9,379.1,422.3,372.9
39918_at,524.1,484.2,122.3,503.9,558.9,540.2
39919_at,79.6,104.7,54.9,66.4,73.8,75.8
39920_r_at,2830.2,3197.9,2380.3,3033.5,3302.7,2700
39921_at,1842,1786.9,754.6,1996,2409.2,2137
39922_at,-0.7,18.4,10,30.9,-15.3,0
39923_at,300.7,407.3,159.4,215.1,311.6,417.9
39924_at,90,107.7,30.9,107.4,123.5,104.7
39925_at,-33.2,-11,-24.7,-18.3,13.8,-57.6
39926_at,2.3,-3.3,6.4,14.3,7.5,13.9
39927_at,50.7,95.5,37.4,51.2,59.3,119.4
39928_at,252.4,438.9,162.6,566.7,426.9,382.1
39929_at,80.3,39.8,12.9,52,17.4,28.2
39930_at,317.1,409.4,163.2,339.4,614.8,491.2
39931_at,66.9,27.4,18.6,49.7,25.8,25.5
39932_at,388.8,472.7,152.8,434.6,218.3,331.1
39933_at,-118.1,-124.5,-24.2,-48.5,-200,-171.2
39934_at,151.4,219.7,52.8,164.7,186.6,194.7
39935_at,4.4,-3.2,-0.3,-12.2,-0.3,-7.8
39936_at,-30.9,-45.7,-16.2,-26.2,-52.2,-33.5
39937_at,19.9,22.3,-2.1,-26.8,18.1,5.2
39938_g_at,8,18.7,9.5,29.7,6.9,-2.1
39939_at,15.5,1.1,10.3,31.8,43.6,17.1
39940_at,76.3,137.7,57.4,91.6,84.3,77.8
39941_at,22.8,13.7,8.4,19,19.7,31.6
39942_at,30.7,21.4,6.2,2.1,19.7,12.9
39943_at,35.9,11.3,0.2,32.4,71.6,45.2
39944_at,-8.8,-9.8,4.1,-14.4,5.5,-7.7
39945_at,5.3,3.2,5.9,25.2,18.4,7.2
39946_at,-23.5,-20.8,-3,-5.6,11,7.6
39947_at,-34.4,-144,-97.7,-39.9,-98,17.9
39948_at,-96.3,-86.5,-39.1,-130.8,-129.9,-85.2
39949_at,56,343.4,127.7,249.2,374.6,90.5
39950_at,58.7,51.2,21,53,33.4,47.1
39951_at,56.7,40.1,20.6,53,54.9,53.5
39952_at,8.5,16.7,25.6,3.7,28.1,10.6
39953_i_at,324.7,241.5,104.8,416.2,211.3,315.3
39954_r_at,40.1,51.3,11.9,52.4,15.9,23.3
39955_at,38,32.3,17.5,28.4,8.6,12.1
39956_at,290.6,275.9,53.8,199.5,454.1,357.9
39957_at,24.6,10.8,-0.7,7.7,9.9,20
39958_at,19.1,11.9,7.5,15.2,30.1,12.6
39959_at,-13,-42.9,-10.2,-38.8,-15.2,-32.1
39960_at,47.8,45.5,16.5,43.8,36.4,35.7
39961_at,-72.5,-82.8,-50.8,-35,-73.8,-62.6
39962_at,233.2,275.5,217.9,465.5,247.8,203.6
39963_at,24.6,-5.2,7.6,27.2,53.6,24.3
39964_at,29,13.6,7.9,21.8,5.1,4.2
39965_at,151.3,254.7,99.7,196,124.7,416
39966_at,1054.6,2028.1,904.2,1894.4,1235.7,1426.2
39967_at,842.6,1090,367.8,896.6,1027.3,1094.3
39968_at,126.3,221,49,139.2,97.7,96.7
39969_at,370,335.3,137.6,535.1,258.3,351
39970_at,-10,-5.6,-4.8,-10.8,-24.4,-6.3
39971_at,-23.9,-7.7,-23.6,-5.4,-21.6,-27.5
39972_at,122.2,215.5,17.6,200.6,128.9,151.7
39973_at,-10.1,-29.5,-7.5,10.7,-29.6,-54.7
39974_at,185.5,340.7,60.8,159,340.2,241.1
39975_at,-4.8,-10.7,8.5,21.2,20.7,20.6
39976_at,58.2,27.1,21.4,32.5,52.4,73.7
39977_at,227.6,202.7,78.6,243.2,194.5,223.8
39978_at,126.9,128.2,25.1,129,92.3,130.6
39979_at,-6.4,-11,15.9,53.7,5.4,18.1
39980_at,57.5,78.5,48.9,101,56.2,82
39981_at,17.1,11.1,-1.1,12.8,9.4,3.7
39982_r_at,-1.9,-0.4,5.3,0.5,-1.9,-2.7
39983_at,57.7,104.6,36.6,89.3,90.4,92.1
39984_g_at,130.8,167.6,-13.1,195.7,209.1,146.1
39985_r_at,17.6,9.8,1.3,5.9,9.5,6.2
39986_at,85.8,87.3,45.6,107.8,70.9,99.5
39987_at,14.2,10,4.6,22.7,0.5,13.4
39988_at,-161.1,-233.8,-116.9,-157.7,-175,-175.9
39989_at,124.6,119.9,65.1,111.8,120.5,157.6
39990_at,36.2,42.8,11.9,68.2,50.2,42.1
39991_at,0.6,73.2,27.3,54.5,89.7,54.5
39992_at,-92,-424.6,-321.5,-496.6,-467.7,-542
39993_at,293.3,260.9,113.6,215.7,246.5,192.2
39994_at,145.4,-56.8,-10.6,-27.5,-9.8,24
39995_s_at,263.6,541.5,230.8,232.2,324.9,323.4
39996_at,-1,4.7,-8.6,-5.2,5.3,0.4
39997_at,139.8,78.5,-0.3,113.9,95.6,102.1
39998_at,17.5,3.6,0.1,26.8,2.1,4
39999_at,29.2,24.8,11.5,40.1,21.2,16.3
399_at,96.2,146.9,78.5,162.8,129.1,213.3
40000_f_at,49.5,89.4,31.4,58.1,89.6,65.7
40001_r_at,-4.5,6.4,-4.1,6.6,4.1,8.6
40002_r_at,100.4,110.7,27.5,43.4,119.7,94.4
40003_at,596.5,667.3,327.6,711.3,714.2,534.3
40004_at,29.1,21.9,7.4,9.4,11,24.9
40005_at,79.4,56.4,34.3,67.7,44.4,75.3
40006_at,123.3,135.3,28.3,111.6,144.5,139.3
40007_at,53,68.2,28.4,52.4,48.1,51.7
40008_at,25.4,41.8,19,-0.6,31.3,24.7
40009_at,136.9,162.3,55.3,155.5,80.3,145.1
40010_s_at,22.6,27,8.6,27.3,21.2,17.1
40011_s_at,20.1,5,9.1,30.9,-0.9,-10.4
40012_at,63.4,81.5,33.5,64.6,52.6,50.9
40013_at,19.3,21.4,12,15,18.5,16.9
40014_at,33.7,26.2,-24.4,117.7,128.2,178.2
40015_at,68.2,59.6,-35.7,5.5,67.2,71
40016_g_at,1044.2,1179.2,197.8,664,999.2,944.9
40017_at,-84.8,-71.4,-30.5,-25.6,-116.2,-12.7
40018_at,184.1,148.8,31.3,78.7,210.6,221.4
40019_at,54.7,-35.8,0.6,-2.8,-23.7,-6.7
40020_at,386.1,419.8,90.3,281.5,337,359.3
40021_at,-123,-122,-11.8,-66.7,-100.4,-78.9
40022_at,58.9,74.2,28.9,80.4,66.7,53
40023_at,75.7,32.1,23.1,91.8,48.5,37.3
40024_at,50.1,49.6,20.7,37,27.7,29.9
40025_at,108.1,98.6,17.2,91,84.4,100.4
40026_g_at,40.5,-20.2,5.6,45,37.4,-19.7
40027_at,33,89.5,26.7,44.6,79.9,67
40028_at,-109.3,-206.4,-97.3,-151.4,-156.9,-78.9
40029_at,-238.3,-259.8,-101.5,-242.6,-250.7,-213.1
40030_at,54.1,65.3,32.5,85.6,46.9,22.8
40031_at,-2.5,15.5,3,7.6,22.9,-9.8
40032_at,-5.2,-1.6,2.6,15.1,-10.9,-0.5
40033_at,240.6,308.8,101.9,294.5,339.2,276.2
40034_r_at,56,28.6,8.4,22.7,15.5,37.1
40035_at,-59.6,-14.4,-8.1,-56.8,-16.4,-40.6
40036_at,72.7,53.2,14.9,61.4,48.1,41.5
40037_at,-82.9,-122.7,-82.5,-163.6,-86.8,-115.9
40038_at,105.5,22.2,-129.1,-73.5,233.4,191.8
40039_g_at,257.6,271.7,79.3,219.1,250.4,318
40040_at,-27.1,-51.3,5.8,32.9,-36.4,5.4
40041_at,-6.4,-6.5,-11.4,-15,-3.2,-3.5
40042_r_at,-24.9,95.2,-79.3,-6.3,-9.6,-89.3
40043_at,161.9,119.7,31.3,123.3,200.2,122.7
40044_at,-50.4,157.3,-8.2,100.1,34,-76
40045_g_at,373.8,712.5,234.6,348.4,489.6,472.2
40046_r_at,319.3,552.2,152.6,359.2,375.7,313.4
40047_at,400.2,547.3,215.5,503.8,604.1,695.5
40048_at,336.1,598.8,219.4,571.6,458.2,645.5
40049_at,232,264.3,53.1,132.1,206.4,304.1
40050_at,206.4,221.2,142.6,233.2,193.7,178.8
40051_at,149.9,89.7,58.3,87.3,87.7,98.6
40052_at,356.8,443.2,151.7,564.2,493.4,387
40053_at,30,51,15.2,30.8,13.3,22.9
40054_at,169.5,199.2,84.4,266.2,147.2,179.3
40055_s_at,-145.1,-139.1,-83.8,-173.6,-141.4,-126.3
40056_at,138.5,118.7,54.8,146.4,112.8,102.7
40057_at,-110.2,-42.4,-61.7,-72.4,-100.1,-60.4
40058_s_at,43.2,52.6,17,28.2,46.5,31.3
40059_r_at,20.7,12.4,3.6,-1.1,10.8,6.1
40060_r_at,64.7,247.6,57.6,137.4,70.1,207.5
40061_at,50.6,55.2,24.9,43.2,52.2,43.3
40062_s_at,-10.1,-16.2,-3.5,-17.2,-7.6,-10.8
40063_at,265.3,173.2,64.6,177.5,160.5,231.8
40064_at,134.7,221,68.2,174.9,243.4,171.1
40065_s_at,81.6,58.3,26.2,33.1,58.9,55.1
40066_at,191,187.8,87.9,218,259.9,185.6
40067_at,36.2,7.6,7.1,26.8,11.8,24.6
40068_at,37.9,-0.8,34,78.4,116,104.2
40069_at,40.6,1.4,15.7,25.9,7.4,24
40070_at,200.1,117.3,32.5,133.7,125.2,174.2
40071_at,238.7,116.4,51.8,113.2,116.7,110.3
40072_at,65.9,44.3,23,70.4,69,67.8
40073_at,-24.6,-24,-12.5,-15,-31.9,-33.5
40074_at,471.7,59.4,33.8,76.2,60.1,59.3
40075_at,3279.9,3274.7,1606.2,3686.9,4383.8,3419.7
40076_at,717.4,421.8,96.3,495.2,500,441.2
40077_at,250.5,160.8,57.7,163.6,129,158.4
40078_at,-59.8,-124.2,-13.5,-20.9,-83.1,-38.2
40079_at,24.7,-3.1,9.9,12.6,-7.4,9.9
40080_at,60.9,66.3,80.3,74.9,81.4,79.8
40081_at,264.8,228.4,117.7,244.2,178.6,436.9
40082_at,815.6,113.9,42.2,172.6,105.1,127.6
40083_at,254.7,331.6,103.3,275.5,280.3,280.5
40084_at,118.5,111.8,49.6,111,112.8,91.4
40085_s_at,8.2,7.7,4.4,18.3,7.1,14.8
40086_at,53.3,79.6,35.5,67.4,73.7,76.9
40087_at,127.5,117.3,3.4,96.5,81,163.2
40088_at,197.4,281.8,128.2,257.4,259.3,207.1
40089_at,355.8,454,121.2,319.3,363,334.6
40090_at,19.8,-9,-20.9,-3.8,13.4,17.8
40091_at,645.1,317.1,222.9,549,173.2,277.6
40092_at,157.1,188.2,100,172.7,138.6,162.5
40093_at,2.1,73.2,32.3,53.7,66.6,-28.4
40094_r_at,57.8,-49.8,-38,4.4,-39.3,17
40095_at,155.5,88,76.8,389.9,180.3,96.9
40096_at,696.9,734.9,375.4,1390.8,873.1,1666.6
40097_at,55.9,12.6,-2.4,17.4,6.6,50.5
40098_at,182.2,188,60.7,163.6,183.5,198.2
40099_at,637.4,612.3,179.4,655.8,675.6,528.1
400_at,6.8,40.6,8.3,30.6,3.4,32.2
40100_at,651.4,618.8,107.5,567.8,542.4,241.4
40101_g_at,204.7,228.4,80.3,245.3,213.8,193
40102_at,38.9,92,17.3,51.3,47.6,75.9
40103_at,450.2,829.4,243.9,817,486,781.3
40104_at,265.8,405.7,143.8,381.9,331.2,380.4
40105_at,208.6,205.6,52.5,173,245.1,280.8
40106_at,223.2,176.1,49.1,126.6,165.9,235.7
40107_at,1107.3,2706.9,761.7,1782.1,2676,3210.6
40108_at,587.6,480.1,140.4,521.7,621.2,425.5
40109_at,710.2,637.6,263,690.1,635.8,607.9
40110_at,80.6,110.9,31.6,110.7,98.4,140.9
40111_g_at,436,431.9,189.7,624.4,603.8,846.6
40112_at,430.1,445.7,172.7,629.1,597,719.8
40113_at,689.3,1014.9,273.4,652.6,904.1,816.3
40114_at,-5.6,-15.8,-3.8,-37.6,-1.4,7.5
40115_at,932.5,1247.7,362.8,1123.2,1300.5,1473.9
40116_at,72.7,184.2,95.8,359.3,285.7,214.1
40117_at,316.8,225.9,77.6,224.7,187.3,393.9
40118_at,1.8,82.7,25.8,55.7,8.1,-10.8
40119_at,20.9,31.3,17,56.5,41.1,45.7
40120_at,632.2,664.6,155.8,781.7,871.7,826
40121_at,31.1,56.9,38.5,38.5,60.1,27.8
40122_at,151.8,209.6,58.4,226.8,224.4,222.1
40123_at,223.1,81.9,146.7,211,88.2,80.4
40124_at,96.2,60.1,52.3,167.7,61.6,64.1
40125_at,871.7,1087.5,432.1,912.8,1092.4,1016.6
40126_at,30.2,25.6,16.4,20.4,0.9,28.5
40127_at,402.3,407,138.8,447.8,446.7,541.5
40128_at,168.2,138.9,81.2,165.7,147.1,172.9
40129_at,386.9,431.8,164.1,254.6,407.1,247.3
40130_at,615.1,665.7,224.1,562,780.7,698.3
40131_at,12.5,12.9,1.5,19.5,17.2,13.2
40132_g_at,202.7,201.7,84.6,246.9,229.1,242.3
40133_s_at,198.9,160.7,68.4,261.3,232.8,229.1
40134_at,1346.1,1341.2,422.7,1452.1,1313.8,1281.7
40135_at,-55.9,-70.3,-6.5,-15.3,-6.7,-11.9
40136_at,138.6,176.7,-13.1,74.4,177.3,202.4
40137_at,187.8,116.9,42.7,90.3,79.5,123.6
40138_at,957.3,1126.1,517.5,1150.5,1134.1,1156
40139_at,144,207,91.1,273.9,199.7,178.8
40140_at,607,495.9,227.5,596.2,592.1,712.7
40141_at,229.5,243.5,90.2,222,262.3,308.3
40142_at,62.9,67.2,35.3,62.3,72.8,59.9
40143_at,153.2,169.1,28.1,186.5,70.9,63.3
40144_at,59.9,16.8,3.5,28.9,22.5,43.3
40145_at,7.3,5.5,10.6,6,-0.9,5.7
40146_at,628.1,317.6,129,329.7,257.4,346.2
