,GSM160306,GSM160307,GSM160308,GSM160309,GSM160310,GSM160311
1431_at,129.4,128,44.7,139.7,114.7,124.3
1432_s_at,45.2,87.9,111.5,54.9,30.3,51.9
1433_g_at,92.6,42.3,23.4,78.3,54.2,76
1434_at,57.7,65.2,53.3,47.8,56.3,54.9
1435_f_at,4.2,1.6,13.6,6.5,9.5,6.9
1436_at,12.6,-6,-11.1,4.4,13.9,8.1
1437_at,22.4,5.3,-23.6,-11.6,9.8,-1.8
1438_at,47.9,-3.2,23.5,92.3,31.5,44.4
1439_s_at,21.7,-10.5,8.7,25.3,4.7,18.6
143_s_at,38.3,30.8,8.6,47.9,36.2,42.1
1440_s_at,32.5,25,3.3,26,23.9,34
1441_s_at,-1.2,-11.8,-4.8,3.2,-2.3,-7.7
1442_at,216.2,238,80.6,218.4,245.8,175.7
1443_at,-11.7,-31.7,-3.7,-3.7,-1.5,-16.4
1444_at,45.2,30.1,3.2,75.8,49.1,47.9
1445_at,45.2,53.2,12.6,35.9,63.3,39.6
1446_at,422.9,353.3,154.2,377.6,399.6,528.6
1447_at,1257.5,904.7,331.5,1143,1103.4,1315.7
1448_at,428.6,293.8,94.3,329.5,357.6,419.6
1449_at,418.3,370.9,74.1,340.3,454.4,464.7
144_at,24.9,20.4,1.2,-11.8,18.8,41.1
1450_g_at,792,707.8,184.3,642.4,869.6,831.6
1451_s_at,36.3,48.3,18.9,35.4,46.1,32.5
1452_at,2165.7,2779.1,750.4,2522.2,2642.1,2209.6
1453_at,200.5,215.8,99.1,248.9,160.3,219.5
1454_at,71.6,-103.2,-18.8,-74.2,-55,42.2
1455_f_at,92.9,125.5,66.3,145.2,51.3,61.7
1456_s_at,163.2,33.8,22.9,57.7,22.8,31.8
1457_at,137.2,108.1,57.7,111.6,144.9,217.9
1458_at,-224.8,-252.1,-93.2,-149.4,-204.7,-183.5
1459_at,96.3,173.6,56.9,153.7,198.2,201.2
145_s_at,4,7,8.1,-5,7.5,-1.4
1460_g_at,218.3,340.7,104,320,356.5,232.6
1461_at,1651.3,275.7,144.5,522.3,267.1,450.2
1462_s_at,-267.1,-292.7,-162.6,-280.8,-221.7,-89
1463_at,383.1,270.5,95.3,218,240.9,247.4
1464_at,186.8,195,42,146.4,156.6,145.1
1465_s_at,-9.2,-9.7,3.5,-2.1,6,-14.4
1466_s_at,-12,-24.6,0,-16.2,-19.5,-18.3
1467_at,115.6,108.1,32.7,96.2,44.8,71.5
1468_at,536.9,538.4,171.9,639.2,683.8,764.5
1469_at,533.8,252.9,90,325.4,225.2,207.8
146_at,118.2,106.7,47.1,92.1,141.4,224.7
1470_at,161.5,94.4,82.5,206.1,122,158.1
1471_at,129.1,131.4,20.9,102.8,108,6.5
1472_g_at,61.9,50.3,6.2,26.4,0.1,11.6
1473_s_at,2.8,3.7,1.6,3.1,3.9,-1.6
1474_s_at,10.1,14.6,11.2,23.7,16.1,9.6
1475_s_at,5.8,-43.7,-22.8,-14.2,-7.4,-1.4
1476_s_at,49.2,83.9,44.5,33.9,39.4,81.8
1477_s_at,173.7,164.3,97,188.9,138.9,179.2
1478_at,9.5,8.6,6,15.8,0.8,3.1
1479_g_at,1.1,12.1,2.3,-6.7,3.5,1.7
147_at,249.3,248.7,49.8,193,234.1,259.6
1480_at,118.3,36.2,69.9,128.5,59.1,102.6
1481_at,24.8,24.7,11.8,30.1,29.3,19.3
1482_g_at,9.9,10.4,2.5,3.7,7.3,-2.2
1483_at,376.8,578.9,132.5,383.7,359.3,487
1484_at,132.2,117,44.6,126.6,128.6,165.6
1485_at,-2.5,1.2,3.4,2.9,-5.7,10.8
1486_at,-451.1,-362.2,-215.2,-312.9,-1121.2,-1016.6
1487_at,33.2,42.4,189.4,9.4,62.8,68.8
1488_at,702.4,817.3,217.6,627.6,788.1,1139.8
1489_s_at,-239.2,-525.1,-57.1,-197.4,-471.7,-199.4
148_at,321.2,257.7,187,209.3,230.2,279
1490_at,-33.2,13.5,4.3,30,-2.1,12.3
1491_at,189.4,-1.9,2.8,28.3,-1.1,8.5
1492_f_at,189.4,215.1,84.8,113.4,182.2,164
1493_r_at,-18.5,4.7,13.1,-11,-14.5,-17.1
1494_f_at,228.4,390.9,114.6,226.9,321.5,204.1
1495_at,46.1,54.1,10,63,13.6,37.6
1496_at,361.3,324.1,117.8,335.9,299.2,500.8
1497_at,-25.8,-127.3,-59.6,-48,-70.5,-107.5
1498_at,-4.7,122.3,8.6,56.6,41.6,-53
1499_at,458.2,441.8,165.6,579.9,611.1,509.9
149_at,115,82.2,9.3,84.7,77.7,81.2
1500_at,22.6,21.7,6.8,46.3,24.1,27.8
1501_at,75.5,180.4,54.1,108,94.7,63.5
1503_at,53.7,18.1,10.8,20.6,21.2,23.3
1504_s_at,51.4,97.8,-1.3,62.6,73.4,120.4
1505_at,167.4,162.2,72.5,142.5,155.5,157.6
1506_at,285.1,414.1,8.8,47.6,223.4,150.6
1507_s_at,63.5,34.6,10.4,22.9,53.8,8.8
1508_at,30,24.3,-28.8,57.4,-23.6,60.2
1509_at,28.1,32.2,20.9,25.2,29.6,33
150_at,85,74.4,12.3,38.1,48,42.3
1510_g_at,-0.6,-9.9,6,-4.9,-7.6,17.5
1511_at,351.6,349.6,49.3,376.2,431.3,565.4
1512_at,508.8,491.2,208.7,512.7,521.3,590.3
1513_at,-95.2,-151,-14,-133.7,-154.9,-164.1
1514_g_at,-28.9,-26.2,-1.5,-7.4,-36.7,-19.2
1515_at,122.3,152.2,59.6,145.8,197.8,211
1516_g_at,134.3,115.3,9.6,112.6,154.1,141.9
1517_at,88.8,-97.8,-50.4,60.5,-143.8,27.2
1518_at,8.4,61,-62.4,153.7,-90.2,-183.4
1519_at,463,96.2,42.3,147.6,264.8,272.2
151_s_at,3340.1,3488.1,2096.9,3592,3142.2,3923.8
1520_s_at,393.9,24.1,-2.4,5.4,36.2,62
1521_at,944.8,751.5,274.9,715.5,1036,921.1
1522_at,-140.1,-112.4,-51.1,-99.9,-133.3,-158.7
1523_g_at,87.2,57.5,20.2,72.5,59.2,94.6
1524_at,301.7,322.3,139,236.2,283.7,235.6
1525_s_at,10.7,-6.2,1.6,27.2,25.1,23
1526_i_at,-124.2,-136.8,-129.9,-119.5,-117.3,-184.5
1527_s_at,148.6,227.9,54.9,152.8,224.6,230.7
1528_at,-18.1,-25.1,-7.8,-22.1,-7.7,-12.3
1529_at,507.7,566.9,126.7,362.3,520.5,553.1
152_f_at,-7.7,-2.4,-7.9,7.8,16.6,0.2
1530_g_at,200.7,231,48.8,212.2,195.8,198.9
1531_at,292.7,335.8,152.4,103.2,280.6,207.9
1532_g_at,241,246.9,80.6,134.3,231.5,160.9
1533_at,44.1,27.4,13.2,15.8,58.4,66.7
1534_at,52.2,29.9,9.6,36.3,18.5,34.4
1535_at,46.2,172.3,59.4,108.5,110.9,115.9
1536_at,-1.2,-16.8,-2.3,-0.6,-17.3,-0.4
1537_at,2.5,134.3,13.1,21.2,9.9,61.6
1538_s_at,-45.2,-27.5,-3.8,-26.6,-30.1,-21.8
1539_at,11.2,5.9,12.2,-1.2,-4.9,7.8
153_f_at,17.2,17.2,0.6,23.8,16.1,-6.3
1540_f_at,-10.5,-9,-13.6,-1.9,-7.2,2.8
1541_f_at,54.6,40.5,6.8,-10.1,-22.1,-32.2
1542_at,73.7,65.4,15.8,60.5,46.1,39.3
1543_at,-11.5,-8.2,-4.7,-15.5,-11.5,-15.4
1544_at,66.4,66.6,18.6,49.9,54.7,44.9
1545_g_at,60.5,21.6,16.4,24.1,16,14.6
1546_at,13.2,7,6.7,10.2,7.9,-4.9
1547_at,-90.5,26.8,50,-84.1,9.9,-2.1
1548_s_at,41.5,57.7,1.3,9.9,36.3,72.8
1549_s_at,10.4,-12.9,-8,-9.6,3.1,-14.4
154_at,-2.4,-2.2,1.5,-5.6,-4.3,-3.4
1550_at,352.9,320.6,100.9,430.1,505.4,410.4
1551_g_at,485.5,503.1,200.2,537.2,604.3,452
1552_i_at,116.9,119.4,15.3,76,75.3,104.6
1553_r_at,113.9,194.6,50.4,28.2,121.6,77.1
1554_f_at,107.1,104.7,43.6,74.5,88.3,76
1555_f_at,43.2,-32.2,54.4,30.2,17.9,74.5
1556_at,351.1,267.4,129.4,317.9,342,252.4
1557_at,450.7,303.3,136.9,273.8,641.6,605.6
1558_g_at,497.6,446.8,170.8,348.6,592.3,605.8
1559_at,-87.8,-53.8,-10.6,-68.7,-48.5,-68.4
155_s_at,604.6,599.9,168.2,489.3,651.2,586
1560_g_at,42.7,11.5,7.8,12.3,23.5,28.4
1561_at,406,350.4,119.3,240.5,344.9,356
1562_g_at,1387.1,1487.8,483.2,1192.6,1042.5,1074.7
1563_s_at,268.7,185.3,49.7,200,175.9,246.8
1564_at,160.3,289.1,87.4,146.6,241,272.7
1565_s_at,783.8,821.5,262.4,631.7,799.8,751
1566_at,88.7,85.1,15.9,104.1,18.1,96.7
1567_at,294.5,228.5,30.9,93.1,78.8,150.6
1568_s_at,27.8,18.1,-7,11.6,11.5,13.3
1569_r_at,-8.1,44,26.2,15.3,31,6.2
156_s_at,158.9,118.4,64.2,208.8,126.4,135.7
1570_f_at,11.1,3.4,7.3,0.4,17.2,16.6
1571_f_at,38.2,26.3,4.8,20.9,19.1,41.8
1572_s_at,31,45,34.7,57,27.7,102.7
1573_at,23.6,88.2,30.7,6.1,-52.2,-50.6
1574_s_at,72.6,79.1,35.2,59.1,65.9,66.3
1575_at,154.3,195.5,87.9,201.9,134.6,63
1576_g_at,-116.9,-131.9,-87.8,-99.8,-145.6,-96.4
1577_at,47.7,25.5,-22.5,-56.2,-20.5,13.2
1578_g_at,49.2,60.7,41.9,89.8,55.1,35.6
1579_at,-72.9,-108.3,8.1,-77.4,-79,19.9
157_at,-21.6,-18.5,-7.9,-13.7,-19.2,-25
1580_f_at,-76.9,-91.5,-57.2,-91.7,-101.2,-66
1581_s_at,72.1,84.8,31.8,63.9,80,129.8
1582_at,25.3,39.1,14.4,38.7,16.2,25.6
1583_at,462.8,138.7,69.9,195.6,106,102.9
1584_at,66.5,50.2,10.6,57.4,45.8,34.6
1585_at,34.7,78.3,56.5,157.2,145.2,53.6
1586_at,462.9,226.5,92,169.7,201,216.7
1587_at,-73.4,-49,-0.9,16.7,-36.6,-30.1
1588_at,67.4,40.8,12.7,62,67.9,67.4
1589_s_at,11.3,13,7.6,35.7,11.2,9.5
158_at,30.1,86.7,35.7,58.8,19.8,49.9
1590_s_at,322.3,387.2,140.3,394.6,359.5,370.7
1591_s_at,112.5,158,52.5,119.2,97.6,51.9
1592_at,76.4,98.7,35.2,75,77.6,25.9
1593_at,44.4,33.1,14.9,27.1,13.3,55.6
1594_at,110.6,112.4,54.2,122,146.3,164.5
1595_at,80.1,57.5,6.6,21.1,52.1,57.8
1596_g_at,154.2,157.9,37.6,111.1,108.5,118.2
1597_at,95.5,28.5,27.9,86.3,165.8,143.8
1598_g_at,742.7,841.7,183.2,421.8,817.3,777.2
1599_at,-5.6,-3.3,-13.1,15.2,3.6,10.2
159_at,-56.7,-54,-21.3,-43,-53.9,-38.6
160020_at,1088.6,1233.5,651.6,786.9,1320.5,631.2
160021_r_at,3.3,-4.4,1.2,1.2,-2.4,-4.6
160022_at,116.2,100.6,23.3,87.2,81.1,32.9
160023_at,67.3,115.4,35.7,37.3,111.6,60.6
160024_at,65,72.3,16.2,97.7,57,52.5
160025_at,53.1,62,6.8,54.9,41.3,60.1
160026_at,36.7,39.9,13.6,24.8,26.3,31
160027_s_at,163.8,99.8,54.7,108.6,113.3,122.1
160028_s_at,144.5,164.1,20.9,115.3,132.4,117.8
160029_at,2993.8,3394.7,1107,3727.8,3794.3,2618.8
160030_at,35.5,28.5,18.7,32.7,18.5,48.3
160031_at,70,80.2,4.1,27.4,3.6,-5.5
160032_at,38.7,10.9,-4.6,0.9,10.9,17.3
160033_s_at,183.9,226.3,95.9,231.2,216.7,216.4
160034_s_at,2.7,25.3,8.9,18.6,15.9,-1.6
160035_at,-18.2,-21.5,-10.7,-41.2,-21.9,-8.2
160036_at,-119.3,-102.2,-172.2,-59.3,-43.2,-69.3
160037_at,362.9,205.4,320.4,205.3,214.2,355.8
160038_s_at,106.3,107.2,10.2,74.6,85.1,60.5
160039_at,158.8,198,27,120.5,201.5,99
160040_at,5,21.6,4.3,19.8,23.5,13.6
160041_at,-15.7,-43.9,-24.8,-53,-9.1,-20.4
160042_s_at,123.7,156.8,122.5,209.5,220.9,227.3
160043_at,18.5,18.1,5.9,24.4,29.8,24.1
160044_g_at,406.6,535.8,228.6,737.5,684.2,1074.5
1600_at,38.8,45.1,18.2,4.7,35.5,65.5
1601_s_at,-18,-11.8,-27.1,-34.8,-19,-38.1
1602_at,660.7,632.7,173.9,525,681.1,472.8
1603_g_at,541,526.6,143.7,375.5,559,508.8
1604_at,29,25.3,18.3,3.6,22.7,26
1605_g_at,155.4,79.3,31.7,106.6,111.8,122.2
1606_at,1157,558.4,220.5,734.8,894.8,972.3
1607_at,-32.1,-136,-70.9,-109.3,-130.5,-136.8
1608_at,-14.5,-18.2,-11.5,-43.8,-90.3,-115.8
1609_g_at,35.4,43.1,3.4,63.7,37.9,80.2
160_at,365.3,389.4,71.9,380.3,381.6,434.8
1610_s_at,3.7,2.3,13.7,3.7,8,0.7
1611_s_at,15.2,14,1.5,-1.1,8,9.6
1612_s_at,4681.6,5339.5,2483.4,3968.3,5204.7,4364.4
1613_s_at,11.3,2.6,13.4,15.7,9.8,12
1614_s_at,134,78.9,34.3,85.3,93.4,95.8
1615_at,-221.9,-82.1,17.5,66.9,-78.5,-47.9
1616_at,352.8,526.7,109.4,350,666.7,625.1
1617_at,106.5,-32.5,-2,50.3,-23.4,-2.1
1618_at,-21.3,-12.1,-4.3,-16.6,-1.1,-8.4
1619_g_at,56.8,-13.4,-18.9,78.2,23.4,1.1
161_at,9.1,6.7,-2.8,0.9,9.5,5
1620_at,-13.6,11.4,-8.6,3.2,-24,-21.5
1621_at,-8.1,-11,-2.6,-2,-6.8,3.2
1622_at,206.5,31.2,-1.6,76,42.5,1.5
1623_s_at,44.5,73,25,38.8,41.3,74.4
1624_at,521.4,366.1,185.4,306.1,570.8,525.2
1625_at,21.3,4.5,3.4,15.2,8.5,15.2
1626_at,5.1,9.5,25.1,22.9,-0.4,46.7
1627_at,226.3,341,137.8,349.6,203.6,306.3
1628_at,4,24.3,14,-3.1,23.9,32.5
1629_s_at,314.1,248.3,89.3,277.7,104.3,88.5
162_at,3297.1,3490.6,1511.9,3404.2,3672.3,4153.3
1630_s_at,69.4,27.4,13.8,26.5,17.1,55.6
1631_at,-183.2,-92.8,-71.3,-135.2,-172.9,-180.3
1632_at,-101.7,-41.5,-19.7,-28.4,-99.4,-22.7
1633_g_at,244.6,172,55.2,121.7,172.5,211.6
1634_s_at,-14.1,-31.9,-1.8,-16.4,-7.4,-14.7
1635_at,214.7,239,90.6,206.1,159.7,269.5
1636_g_at,719.8,640.5,210.2,663.2,556.5,664.2
1637_at,-36,-43.7,-12.6,-46.2,-55.2,-12.9
1638_at,-17.6,-47.6,-4.1,-18.4,-31.5,8.3
1639_s_at,52.2,46.8,14.5,46.6,45.5,45
163_at,100,181.1,55,177.9,159.5,207.2
1640_at,780.5,798.8,242.6,670.1,770.7,959.8
1641_s_at,536.1,858.8,273,587.6,769.2,894.1
1642_at,-37.4,-0.6,-56.1,10.9,42.7,-6.5
1643_g_at,281.8,252.8,114,195.1,227.7,223.7
1644_at,635.3,447.7,122.8,339.4,536.3,526.9
1645_at,23.7,28.3,4.9,40.1,16.3,68.5
1646_at,4.7,37.4,9.2,14.2,55.6,104.8
1647_at,120.8,113.1,45.6,83.5,72.2,108.2
1648_at,32.2,5.5,2.1,7,6.9,10
1649_at,108.4,89.7,31.9,79.8,68.2,95.7
164_at,20.6,12.1,-24.7,-49.2,-7.2,-69.9
1650_g_at,-59.4,-86.7,-90.2,124.5,-154.1,14.8
1651_at,-61.5,-112.1,-38.6,-97,-97.7,-97.6
1652_at,129.4,188.9,47,140.5,136,176.6
1653_at,3213.6,3820.3,1474.9,4321.9,3132.8,3104.9
1654_at,17.4,6,31.5,-4.5,18.4,22
1655_s_at,-8,-24,-5.7,-10.5,-3.8,-0.8
1656_s_at,-32.3,-36.3,5.9,-8.4,-24.9,-11.4
1657_at,256.9,143.6,50.3,179.1,153.4,154.2
1658_g_at,271.1,218.4,94.8,207,193.1,220.8
1659_s_at,1059.7,1214.8,404.3,1249.4,1202.6,1188.4
165_g_at,-100.7,-157.2,-75.2,-136.4,-110.7,-116.4
1660_at,500.4,413.7,138.3,308.7,491.7,571.6
1661_i_at,69.8,79.6,26.1,81.4,95.2,79.2
1662_r_at,190.1,341.3,89.2,172.8,291.2,198.5
1663_at,-121.8,-183.5,-201.9,-127.6,-225.9,-189.9
1664_at,275.9,568.3,33.1,172.7,356.2,331.2
1665_s_at,-237.9,-427.6,-139.2,-284.8,-402.3,-457.9
1666_at,23,27.2,6.6,28.3,7.4,7.3
1667_s_at,186.5,400.1,31.2,384.9,180.3,333.8
1668_s_at,183.2,123.8,43.4,140.1,89.7,128.9
1669_at,9.1,-13.2,14.8,7.3,-0.4,83.8
166_at,214.1,276.1,89,114.9,137.1,160.2
1670_at,-13.4,-30.6,-0.5,1.6,-15.6,2.2
1671_s_at,100.6,74.6,28.1,77.1,79.1,139.9
1672_f_at,-119.2,-116.3,-39.6,-99,-87.8,-93.2
1673_at,46.1,113.4,45.9,105.3,143.9,132.1
1674_at,98.1,104.9,31.4,79.2,59.2,96.3
1675_at,355.3,450.2,198.4,448.6,631.3,582.9
1676_s_at,1893.7,1990.7,726.1,2317.4,1648.1,1342.1
1677_at,16.3,26.1,-0.6,3.7,39.8,24.1
1678_g_at,5.7,-5.3,-4.4,-1.5,4.8,13.8
1679_at,63.6,30.6,20.2,63.8,42.4,60.7
167_at,546.2,527.3,171.4,398.7,609,612.8
1680_at,-48,69.9,-39.4,22.8,12.4,-37.6
1681_at,5.1,205.8,8.5,50.3,14.3,35.6
1682_s_at,-76.1,-110.7,-42.8,-62,-78.6,-95.2
1683_at,55.5,80.7,66.8,126.9,53.4,51.9
1684_s_at,-52.2,66.9,30.1,84.8,51.9,-8.7
1685_at,219.5,234.9,83.3,213.4,228.2,236.2
1686_g_at,284.6,350.6,148.2,375.7,405.2,379.2
1687_s_at,-19.7,-16.7,-14.6,-12.6,-22.3,-26.7
1688_s_at,145.1,147.2,59.8,63.3,155.1,65.9
1689_at,221.1,217.2,47.1,27.4,50.7,218.2
168_at,108.8,111.8,34.9,93.5,111.6,100.1
1690_at,-1.1,5.1,-0.2,8.9,24.6,3.9
1691_at,-14.3,-0.9,7.9,-18,-8.3,-2.6
1692_s_at,18,23.6,-4.6,48,73.7,122.7
1693_s_at,2833,-73.2,6.8,-1.4,-141.6,-72.6
1694_s_at,-19.3,-29.7,-11.3,-35.5,-1.4,-10.9
1695_at,1196.3,1283,529.6,1022.6,1437.2,1713.8
1696_at,172.7,201.9,36.3,149.9,160.2,116.3
1697_s_at,-10.3,-21,-26.6,-5.2,-13.6,-0.9
1698_g_at,249.8,266.5,61.9,130.1,396,142.1
1699_at,55,74.5,42,80.7,74.4,26.4
169_at,-77.1,-133.1,-82.4,-66.3,-97.3,-74.4
1700_at,83.3,56,-30.1,177.4,167.1,64.4
1701_at,26.4,24.8,7.5,47.7,27.2,27.6
1702_at,1.5,-4.2,3.7,-5.5,-4.7,-9.6
1703_g_at,193.7,208.2,92.2,143.7,195.3,196.3
1704_at,47.8,130.2,43.8,67.1,-4.8,-44.6
1705_s_at,29,8.6,15.1,18.5,27.7,6.9
1706_at,340.5,329.3,145,198.3,289.7,305.8
1707_g_at,435.4,500,492.7,644.4,792,640.3
1708_at,619.2,644.9,298.9,582.7,927.7,1124.1
1709_g_at,926.9,944.9,242.5,894.1,1159,1372.5
170_at,111.1,126.8,51.2,42.3,116.3,105
1710_s_at,19.6,-6.5,9.7,-1.2,11.4,26.7
1711_at,596.1,414.2,128,488.4,386.3,405.2
1712_s_at,55.1,41.7,47,51.5,84.8,168.3
1713_s_at,8.7,3.5,29.8,-4.9,12.7,17
1714_at,54.9,87.6,22.6,44.8,69.8,30.8
1715_at,59.4,51.3,9.1,42.7,65.4,21.3
1716_at,-61,6.4,-46.9,-127.6,-64.8,-120.5
1717_s_at,156.4,20.4,11.3,32.3,23.9,26.7
1718_at,3220.3,2582.3,862.3,2572.4,2810.2,2310.1
1719_at,118.7,126.9,41.5,102.1,110.3,99.4
171_at,379.2,491.1,185.5,500.3,501.6,531.2
1720_at,-8.5,-13.7,-35.6,-47.2,-15.3,-25.5
1721_g_at,14.9,11.4,4.5,15.6,25.6,28.4
1722_at,56.9,50.5,19.4,43.5,83,72.7
1723_g_at,3,-30.4,3.3,24.1,4.8,-6.5
1724_at,12.7,21.1,24.8,22.7,-48.3,58.3
1725_s_at,550.2,537.2,128.7,404.1,582.5,523.5
1726_at,38.5,28.6,-4.3,27.4,33.6,30.5
1727_at,11.9,12,15.4,19.7,20.1,7.8
1728_at,606,724.8,430.7,686,799.2,849.9
1729_at,-12.8,9.7,-26.4,31.1,-33.9,3.6
172_at,246.7,173.2,30.6,181.1,150,133.2
1730_s_at,-5,-15.3,-19,10.4,-41.2,-16.9
1731_at,188.7,621.7,191.9,457.8,196.6,266.9
1732_at,-2.6,-2,9.6,23.7,5.2,4
1733_at,-11.6,-22.6,-9.7,1,-16.9,-17
1734_at,-14.3,-58.9,-41.1,-60,-34.3,-62.3
1735_g_at,-23.1,181.7,-113.7,54.1,22.8,-1
1736_at,16.9,30.6,13.5,54.8,115.1,59.4
1737_s_at,211.8,148.8,12,67.6,117,159.9
1738_at,6.9,62,-0.6,-48,91.1,92.8
1739_at,11.9,11.9,-3.2,35.7,48.4,19.4
173_at,433.5,422.6,117.9,467.8,539.6,546.1
1740_g_at,24.6,39.2,29.7,63.3,81.6,38
1741_s_at,57.6,48.3,29.8,103,206.6,222.7
1742_at,147.9,145.2,59.9,124,116.2,148.2
1743_s_at,9.9,-55.7,-10.9,8.6,-38.3,-26.9
1744_at,-8.5,-102.3,-26,-91.8,-52.8,-62.1
1745_at,18.2,4,2.3,22.6,27.9,26.2
1746_s_at,-160.6,-274.4,-114.6,-139.5,-176.1,-189.6
1747_at,-82.5,-203.6,-93.2,-94.3,-263,-71.7
1748_s_at,36.2,41.2,26.4,39.9,-9,-45.9
1749_at,94.8,96.3,40.7,161.1,86.1,322.5
174_s_at,196.9,98.4,63.8,131.8,166,156.2
1750_at,91.3,202.6,94.4,231.5,253.6,435.5
1751_g_at,96.2,405.3,80.8,485.5,284.5,474.3
1752_at,-30.3,-16,-0.4,-24.5,-41,17
1753_s_at,125.7,144.2,33.6,89.6,169.7,172.5
1754_at,215.7,212.8,80,176.9,228,255.4
1755_i_at,-56.4,-107.3,-31.6,-75,-87.5,-71.3
1756_f_at,12.5,22.5,16.9,4.7,25.8,10
1757_i_at,1.7,-3.6,-1.7,1.2,-5.9,-2.6
1758_r_at,-4.3,-0.6,0.6,2.8,-0.8,-3.9
1759_f_at,31.7,30.5,11,18.1,37.6,29.5
175_s_at,85.5,129.7,12.1,94.3,150.5,206.9
1760_s_at,81.6,64.6,32.5,67.9,76.5,69.7
1761_at,-7.3,9.7,-1.8,8.5,8.6,-0.8
1762_at,-68.9,-47.3,17.3,13.4,3.2,-11.4
1763_at,13.8,168.5,30.4,36.9,61.5,32.9
1764_s_at,117.3,129.6,32.8,76,104.8,141.8
1765_at,72.7,38.6,19,73.1,61.6,68.7
1766_g_at,24.3,19.2,5.8,35.9,25.2,10.1
1767_s_at,132.9,119.6,61.3,142,86,89.6
1768_s_at,772.9,710.4,306.1,687.9,629.5,641.5
1769_at,291.7,318.7,85.1,204,210.5,265.2
176_at,565.9,667.7,258.5,617.9,635.4,751.9
1770_at,3.2,1.6,-3.5,2.4,10.5,6.3
1771_s_at,83.3,173.1,31.1,165.6,105.4,68.2
1772_s_at,133.1,129.2,50.9,184.7,218.5,166.4
1773_at,60.3,40.5,12.5,80.6,35.9,44
1774_at,-81.5,-157.9,-20,3.6,-117.3,-100.5
1775_at,133.9,316.4,92.6,145.8,192.2,179.3
1776_at,-57.2,-96.3,-26.6,-26.1,-78.2,-85.6
1777_at,-303.5,-400,-258.5,-226.1,-333.6,-267.4
1778_g_at,5.2,-1.7,-10.2,-44.9,-32,-3.7
1779_s_at,143.7,23.3,43.9,99.6,13.9,78.6
177_at,36.6,48.3,15.8,46.4,45.9,29.3
1780_at,375.4,192.2,60.6,143.4,148.6,169.2
1781_at,124.1,277.5,63.2,142.6,151.7,268.4
1782_s_at,821.1,902.1,303.3,916.1,945.8,994.2
1783_at,-22,-22.6,3.1,0.5,-4.2,16.4
1784_s_at,63.1,64.3,23,46.4,79.3,94.9
1785_at,112.1,97.4,26,52.4,71.4,88.8
1786_at,127.8,116.3,44.2,89.5,65.9,155.8
1787_at,25.2,21.2,7.3,64.8,35.6,40.9
1788_s_at,63.6,61.9,17.5,73.1,124.1,-4.6
1789_at,660.8,551.5,177.7,556,658.1,570.3
178_f_at,122.6,219.6,23,147.5,40.9,99.8
1790_s_at,759.5,418.6,124,335.7,618.2,482.9
1791_s_at,24.1,-2.8,4.7,14.9,9.3,7.1
1792_g_at,257.1,183.3,64,56.3,156,108.6
1793_at,134.4,103.7,51.6,107.5,130,162.4
1794_at,235,204.4,79.1,196.6,282.4,312.9
1795_g_at,544,438,140.6,365.1,515.1,494.3
1796_s_at,423.8,443.7,118.4,337.4,364.3,354.3
1797_at,578.3,600.1,163.5,742.5,514.9,623.3
1798_at,294.1,215.8,129.1,275.7,260.8,401.6
1799_at,155.6,187.9,62.6,73.1,156.2,121.2
179_at,247.2,295.4,51.6,321.6,227.5,231.5
1800_g_at,51.9,76,7,21.2,73.2,78.6
1801_at,31.9,52.3,19.5,59.6,56.8,54
1802_s_at,-68.7,-82.2,-24.1,-43.8,-73.5,-68.5
1803_at,41.1,-12.5,-32.6,-6.7,3.3,41.2
1804_at,184.4,102.5,76.4,130.1,168.1,67.7
1805_g_at,17.3,21.3,6.7,5.2,20,6.8
1806_at,37.7,39,14.1,25.8,71.8,48.4
1807_g_at,43.6,43.5,15.8,34.1,111.3,61.3
1808_s_at,1.3,-5.2,-2.8,80.7,6.2,-3.7
1809_at,199,223.1,92.6,148.1,202.3,169
180_at,169.3,255.4,85.9,89,233.2,328.7
1810_s_at,145.9,73.3,29.4,106.2,76.4,129.9
1811_at,-186.3,-178.9,-88.4,-106.2,-63,-59.8
1812_s_at,26,-19.4,-16.8,-10.7,-9.1,87.8
1813_at,133,229.8,28.3,79.4,149,146
1814_at,99.7,-23.1,-5.2,15.6,-6.9,-10.1
1815_g_at,161.6,91,38.1,68,71.3,40.7
1816_at,17.9,4.2,-5.5,-12.5,16.1,-12
1817_at,1127,1205.4,359.1,1030.1,1071.2,1103.3
1818_at,109.2,132.8,37.2,95.8,62.7,135.2
1819_at,-72.8,46.4,-43.1,-52.6,103.8,107.8
181_g_at,939.9,721,216.1,650.5,728.3,946.2
1820_g_at,98.9,153.5,1.9,59.7,159.1,258
1821_at,-232.5,-146.6,-86.9,-172.1,-244.2,-299.6
1822_at,-52.6,-13.9,-47.2,9.9,20.4,60.7
1823_g_at,-49,-34.9,-9.2,-52.9,-29.7,-21.9
1824_s_at,13.8,-52.2,14.6,-8.6,-0.9,3.3
1825_at,203.3,86.6,35.7,114.8,68.2,76.7
1826_at,342.4,203.4,157.7,364,255.8,500.4
1827_s_at,347.4,489.7,159.3,258.8,400.7,378
1828_s_at,44.6,-2,11.5,21.8,1.4,29.1
182_at,48,44.8,9.5,38.4,0.9,-15.6
1830_s_at,210.3,67.8,33.8,54.1,40.5,65.9
